context,platform,algorithm,mode,key_size_bits,message_size_bytes,throughput_enc_mbps,throughput_dec_mbps,avalanche_score,key_avalanche_score,ci95_enc_mbps,source_csvs
performance,x86,AES,GCM,256,64,0.475039704984111,0.38803658132022445,0.49947916666666664,0.49908203125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,256,256,1.938018561632404,1.6176718616562802,0.4975130208333334,0.50318359375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,256,1024,7.66141843050717,6.106050981746576,0.5041796875000001,0.49982421875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,256,4096,29.054396556506763,23.028747908789626,0.5015104166666666,0.49904296875,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,AES,GCM,256,16384,99.84017718601172,84.70729815067949,0.497734375,0.49900390625,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,ChaCha20,Stream,256,64,3.2330911403538583,4.183820908497024,0.594951171875,0.5926220703125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,ChaCha20,Stream,256,256,14.578740763439468,13.670172506123702,0.594072265625,0.593486328125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,ChaCha20,Stream,256,1024,45.80507025323283,48.22778267994488,0.5945068359375,0.5958984375,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,ChaCha20,Stream,256,4096,100.24858389513955,100.7054326720373,0.5954736328125,0.5930126953125,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,ChaCha20,Stream,256,16384,127.14619283634991,135.11749367935104,0.592177734375,0.5935937499999999,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,DES,CBC,64,64,0.285348510722999,1.7777636037789886,0.5015104166666667,0.46406250000000004,,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
