context,platform,algorithm,mode,key_size_bits,message_size_bytes,metric,raw_count,raw_mean,aggregated_value,abs_diff,rel_diff_pct,source_csvs
performance,x86,3DES,CTR,128,16384,throughput_dec_mbps,3,3.1903947155752905,3.1903947155752905,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,128,16384,throughput_enc_mbps,3,3.0720796618785875,3.0720796618785875,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,64,avalanche_score,3,0.5006770833333333,0.5006770833333333,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,64,avg_decrypt_time_s,3,0.0001023540102566282,0.0001023540102566282,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,64,avg_encrypt_time_s,3,0.00010543100147818525,0.00010543100147818525,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,64,key_avalanche_score,2,0.4390234375,0.4390234375,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,64,throughput_dec_mbps,3,0.609031278546226,0.609031278546226,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,64,throughput_enc_mbps,3,0.5956985264768938,0.5956985264768938,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,256,avalanche_score,3,0.498125,0.498125,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,256,avg_decrypt_time_s,3,0.0001503560117756327,0.0001503560117756327,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,256,avg_encrypt_time_s,3,0.00014993433374911548,0.00014993433374911548,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,256,key_avalanche_score,2,0.43609375,0.43609375,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,256,throughput_dec_mbps,3,1.6439355591989635,1.6439355591989635,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,256,throughput_enc_mbps,3,1.6605206495979299,1.6605206495979299,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,1024,avalanche_score,3,0.4936979166666667,0.4936979166666667,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,1024,avg_decrypt_time_s,3,0.00040098599468668303,0.00040098599468668303,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,1024,avg_encrypt_time_s,3,0.00038883199682459234,0.00038883199682459234,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,1024,key_avalanche_score,2,0.4454296875,0.4454296875,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,1024,throughput_dec_mbps,3,2.598886280527059,2.598886280527059,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,1024,throughput_enc_mbps,3,2.584412493002949,2.584412493002949,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,4096,avalanche_score,3,0.502578125,0.502578125,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,4096,avg_decrypt_time_s,3,0.00222657966427505,0.00222657966427505,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,4096,avg_encrypt_time_s,3,0.0016508850043949984,0.0016508850043949984,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,4096,key_avalanche_score,2,0.438984375,0.438984375,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,4096,throughput_dec_mbps,3,2.726785940360982,2.726785940360982,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,4096,throughput_enc_mbps,3,2.86605917623219,2.86605917623219,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,16384,avalanche_score,3,0.4965625,0.4965625,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,16384,avg_decrypt_time_s,3,0.005594658339396119,0.005594658339396119,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,16384,avg_encrypt_time_s,3,0.0054628583214556175,0.0054628583214556175,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,16384,key_avalanche_score,2,0.450390625,0.450390625,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,16384,throughput_dec_mbps,3,3.0153313093628675,3.0153313093628675,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,CTR,192,16384,throughput_enc_mbps,3,3.1976361032792915,3.1976361032792915,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,ECB,128,64,avalanche_score,3,0.501328125,0.501328125,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,ECB,128,64,avg_decrypt_time_s,3,7.149466313421726e-05,7.149466313421726e-05,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,ECB,128,64,avg_encrypt_time_s,3,6.510665950675805e-05,6.510665950675805e-05,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
performance,x86,3DES,ECB,128,64,key_avalanche_score,2,0.44332031250000004,0.44332031250000004,0.0,0.0,"laptop-windows-x86_experience1.csv, laptop-windows-x86_experience2.csv, laptop-windows-x86_experience3.csv"
